Description,Price,Rating,Review Count,Url
"Corsair Ironclaw Wireless RGB - FPS and MOBA Gaming Mouse - 18,000 DPI Optical Sensor - Sub-1 ms SLIPSTREAM Wireless",$79.73,4.3 out of 5 stars,"(3,704)",https://www.amazon.com/CORSAIR-IRONCLAW-Wireless-RGB-Slipstream/dp/B07Q424WFW/ref=sr_1_86?keywords=gaming+mouse&qid=1673328842&sr=8-86
"Corsair Nightsword RGB, Performance Tunable FPS/MOBA Gaming Mouse, Black, Backlit RGB LED, 18000 DPI, Optical (Renewed)",$49.95,4.5 out of 5 stars,(365),https://www.amazon.com/Corsair-Nightsword-Performance-Tunable-Backlit/dp/B07XHMFCJ2/ref=sr_1_87?keywords=gaming+mouse&qid=1673328842&sr=8-87
Redragon S101 Wired Gaming Keyboard and Mouse Combo RGB Backlit Gaming Keyboard with Multimedia Keys Wrist Rest and Red Backlit Gaming Mouse 3200 DPI for Windows PC Gamers (Black),$43.99,4.6 out of 5 stars,"(42,749)",https://www.amazon.com/Redragon-S101-Keyboard-Ergonomic-Programmable/dp/B00NLZUM36/ref=sr_1_88?keywords=gaming+mouse&qid=1673328842&sr=8-88
"Razer Gaming Mouse (2018 Model), Mercury White",$26.44,4.6 out of 5 stars,"(33,396)",https://www.amazon.com/Razer-DeathAdder-Essential-Gaming-Mouse/dp/B07Y693ND1/ref=sr_1_89?keywords=gaming+mouse&qid=1673328842&sr=8-89
"Tmd Touch Redimp Wired Gaming Mouse for PS4, Xbox One, PC Computer & Laptop , Games & Work, Side Buttons & LED Backlit Lights - Black, GM300",$8.99,4.5 out of 5 stars,(154),https://www.amazon.com/Tmd-Touch-Computer-Buttons-Backlit/dp/B09BCY6BMR/ref=sr_1_90?keywords=gaming+mouse&qid=1673328842&sr=8-90
"Balam Rush, Azender Series, Theron - GM750, RBG, , Optical, 8200 DPI 6 Levels, Gaming Mouse, Black",$23.99,4.4 out of 5 stars,(17),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A02525271BS06DQR94CIY&qualifier=1673328842&id=7266157594052332&widgetName=sp_mtf&url=%2FBalam-Rush-Azender-Theron-Optical%2Fdp%2FB07ZP4S3X2%2Fref%3Dsr_1_91_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328842%26sr%3D8-91-spons%26psc%3D1
"MAGIC-REFINER Wired Lightweight Gaming Mouse, 69g Ultralight Honeycomb Shell, RGB Chroma Backlit, 6400 DPI Optical Sensor, Ergonomic 6 Programmable Buttons for E-Sports,Laptop,PC,Mac Gamer",$21.99,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg6_1?ie=UTF8&adId=A065577638FB838QUQAEF&qualifier=1673328842&id=7266157594052332&widgetName=sp_mtf&url=%2FMAGIC-REFINER-Lightweight-Ultralight-Honeycomb-Programmable%2Fdp%2FB0BPBVGNV7%2Fref%3Dsr_1_92_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328842%26sr%3D8-92-spons%26psc%3D1
"Logitech G PRO Hero Wired Gaming Mouse, 12000 DPI, RGB Lightning, Ultra Lightweight, 6 Programmable Buttons, On-Board Memory, Compatible with PC/Mac - Black",$44.99,4.6 out of 5 stars,"(3,697)",https://www.amazon.com/Logitech-PRO-Hero-Gaming-Mouse/dp/B07GC4W25L/ref=sr_1_93?keywords=gaming+mouse&qid=1673328842&sr=8-93
"Redragon Gaming Mouse, 58g Ultra-Lightweight Mouse Gaming with 12400 DPI, Lightweight Honeycomb Wired PC Gaming Mice, 6 Programmable Buttons and Macro, Smooth Glide PTFE Feet, for PC, Laptop, Black",$20.99,4.4 out of 5 stars,(44),https://www.amazon.com/Redragon-Ultra-Lightweight-Lightweight-Honeycomb-Programmable/dp/B0B6N6YY1X/ref=sr_1_94?keywords=gaming+mouse&qid=1673328842&sr=8-94
"Corsair Dark Core RGB Pro, Wireless FPS/MOBA Gaming Mouse with SLIPSTREAM Technology, Black, Backlit RGB LED, 18000 DPI, Optical,CH-9315411-NA",$85.99,4.5 out of 5 stars,"(3,531)",https://www.amazon.com/Corsair-Wireless-SLIPSTREAM-Technology-CH-9315411-NA/dp/B082LVNHW9/ref=sr_1_95?keywords=gaming+mouse&qid=1673328842&sr=8-95
"Wireless Gaming Keyboard and Mouse,Rainbow Backlit Rechargeable Keyboard Mouse with 3800mAh Battery Metal Panel,Removable Hand Rest Mechanical Feel Keyboard and 7 Color Gaming Mute Mouse for PC Gamers",$59.99,4.1 out of 5 stars,"(7,035)",https://www.amazon.com/Wireless-Keyboard-Rechargeable-Removable-Mechanical/dp/B082V77SZ1/ref=sr_1_96?keywords=gaming+mouse&qid=1673328842&sr=8-96
"INPHIC Bluetooth Mouse, Rechargeable Wireless Mouse Multi-Device (Tri-Mode:BT 5.0/4.0+2.4Ghz) with Silent , 3 DPI Adjustment, Ergonomic Optical Portable Mouse for Laptop Android Windows Mac OS, Grey",$15.99,4.3 out of 5 stars,"(17,178)",https://www.amazon.com/Bluetooth-Multi-Device-Rechargeable-Wireless-Tri-Mode/dp/B07ZHFCM43/ref=sr_1_97?keywords=gaming+mouse&qid=1673328842&sr=8-97
Manhattan RGB Gaming Mouse – 7200 DPI Ergonomic Gamer Optical Mouse with Light Up LED -for Windows PC and Laptop Computer – Long 5 ft Braided USB Wired Cable – Black – 3 Yr Mfg Warranty – 190121,$14.99,4.9 out of 5 stars,(10),https://www.amazon.com/Manhattan-RGB-Gaming-Mouse-Ergonomic/dp/B09VMBYZ2Z/ref=sr_1_98?keywords=gaming+mouse&qid=1673328842&sr=8-98
"Wireless Gaming Mouse Rechargeable with Silent Rainbow RGB Backlit ,2.4G USB Nano Receiver Optical Sensor 3 level DPI,Ergonomic Gamer Laptop High Performance PC Mice for Windows/Mac/Vista(Star Black)",$10.99,4.2 out of 5 stars,(112),https://www.amazon.com/Wireless-Rechargeable-Receiver-Ergonomic-Performance/dp/B09SYTNBNL/ref=sr_1_100?keywords=gaming+mouse&qid=1673328842&sr=8-100
"RedThunder K10 Wireless Gaming Keyboard and Mouse Combo, LED Backlit Rechargeable 3800mAh Battery, Mechanical Feel Anti-ghosting Keyboard + 7D 3200DPI Mice for PC Gamer (Black)",$64.99,4.1 out of 5 stars,"(1,618)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A05859477AKVU7YPZITJ&qualifier=1673328842&id=7266157594052332&widgetName=sp_btf&url=%2FRedThunder-Wireless-Rechargeable-Mechanical-Anti-ghosting%2Fdp%2FB09BR46F63%2Fref%3Dsr_1_101_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328842%26sr%3D8-101-spons%26psc%3D1
"Gaming Mouse with Wrist Pad, USB Wired Gaming Mouse with 7 Colors RGB Lighting, Computer Mice for Desktop Laptop PC(Black)",$6.86,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg6_1?ie=UTF8&adId=A01467122VSQG4LOG3GSO&qualifier=1673328842&id=7266157594052332&widgetName=sp_btf&url=%2FGaming-Colors-Lighting-Computer-Desktop%2Fdp%2FB09M8J6BNC%2Fref%3Dsr_1_102_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328842%26sr%3D8-102-spons%26psc%3D1
"Wireless Mouse with Nano Receiver for PC, Laptop, Notebook, Computer, MacBook, Less Noise, Portable Mobile Optical Mice",$11.04,4.4 out of 5 stars,"(4,855)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A101404921X91OP0HT8T0&qualifier=1673328844&id=4913963070248859&widgetName=sp_atf_next&url=%2FWireless-Receiver-Notebook-Computer-MacBook%2Fdp%2FB083YYYYC3%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328844%26sr%3D8-97-spons%26psc%3D1
"RedThunder 60% Wireless Gaming Keyboard and Mouse Combo, RGB Backlit Rechargeable Battery Mechanical Feel Keyboard with Pudding Keycaps + Lightweight 3200 DPI Honeycomb Optical Mouse (Black)",$59.99,4.3 out of 5 stars,"(1,454)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg7_1?ie=UTF8&adId=A0232851SYIYINBV3OPW&qualifier=1673328844&id=4913963070248859&widgetName=sp_atf_next&url=%2FRedThunder-Rechargeable-Mechanical-Lightweight-Honeycomb%2Fdp%2FB0BD6SWZCD%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328844%26sr%3D8-98-spons%26psc%3D1
"VEGCOO C32 Honeycomb Wired Gaming Mouse, 6 Level DPI up to 7200, 6 Programmable Buttons, Ergonomic and Lightweight Computer Mouse with High Precision Sensor for Windows PC & Laptop Gamers (Black)",$10.68,4.6 out of 5 stars,(8),https://www.amazon.com/VEGCOO-Honeycomb-Programmable-Ergonomic-Lightweight/dp/B09Q7VX4TG/ref=sr_1_99?keywords=gaming+mouse&qid=1673328844&sr=8-99
"Logitech G240 Cloth Gaming Mouse Pad, Optimized for Gaming Sensors, Moderate Surface Friction, Non-Slip Mouse Mat, Mac and PC Gaming Accessories, 340 x 280 x 1 mm",$9.97,4.9 out of 5 stars,(12),https://www.amazon.com/Logitech-Optimized-Moderate-Friction-Accessories/dp/B0BHMLWH3Z/ref=sr_1_100?keywords=gaming+mouse&qid=1673328844&sr=8-100
"Wireless Gaming Mouse, TECKNET 4800 DPI Wireless Computer Mouse with 8 Buttons, 2.4 Ghz Ergonomic PC Gaming Cordless Mouse for PC/Mac/Laptop",$15.99,4.3 out of 5 stars,(821),https://www.amazon.com/Wireless-Receiver-Ergonomic-Programmable-Professional/dp/B08LDHYNW3/ref=sr_1_101?keywords=gaming+mouse&qid=1673328844&sr=8-101
SteelSeries Aerox 5 Wireless - Lightweight Wireless Gaming Mouse - 18000 CPI -- TrueMove Air Optical Sensor - Ultra-lightweight Water Resistant Design – 180+ Hour Battery Life,$84.99,4.5 out of 5 stars,(342),https://www.amazon.com/SteelSeries-Aerox-Wireless-Lightweight-Ultra-lightweight-Resistant/dp/B09VP2NV53/ref=sr_1_102?keywords=gaming+mouse&qid=1673328844&sr=8-102
"Gaming Keyboard and Mouse and Mouse pad and Gaming Headset, Wired LED RGB Backlight Bundle for PC Gamers and Xbox and PS4 Users - 4 in 1 Edition Hornet RX-250",$54.91,4.3 out of 5 stars,"(16,795)",https://www.amazon.com/Gaming-Keyboard-Headset-Backlight-Bundle/dp/B07TVK8WJP/ref=sr_1_103?keywords=gaming+mouse&qid=1673328844&sr=8-103
"EKSA Gaming Mouse, Wired Ergonomic Gaming Mice with 7 Programmable Buttons, Chroma RGB 6 Backlit& Adjustable 8000DPI for Windows PC Gamers (EM100)",$15.99,4.5 out of 5 stars,(487),https://www.amazon.com/EKSA-Ergonomic-Programmable-Buttons-Adjustable/dp/B09HJX7B9F/ref=sr_1_104?keywords=gaming+mouse&qid=1673328844&sr=8-104
"Wireless Gaming Mouse Lightweight Honeycomb Design 3200 DPI Rechargeable Gaming Mouse with 16 Rainbow Backlit, USB Receiver,Compatible with PC Gamers and Xbox and PS4 Users",$24.99,3.8 out of 5 stars,(266),https://www.amazon.com/Wireless-Lightweight-Honeycomb-Rechargeable-Compatible/dp/B08XH69NSC/ref=sr_1_105?keywords=gaming+mouse&qid=1673328844&sr=8-105
"Corsair M65 RGB Elite - FPS Gaming Mouse - 18,000 DPI Optical Sensor - Adjustable DPI Sniper Button - Tunable Weights - White",$55.99,4.2 out of 5 stars,"(5,029)",https://www.amazon.com/CORSAIR-M65-ELITE-RGB-Adjustable/dp/B07KKW31B5/ref=sr_1_106?keywords=gaming+mouse&qid=1673328844&sr=8-106
"Balam Rush, Legend Series, Helium - GM980, RBG, , Optical, 12000 DPI 6 Levels, Gaming Mouse, Black",$48.89,4.4 out of 5 stars,(17),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A02524032WI2CVJW8D9TG&qualifier=1673328844&id=4913963070248859&widgetName=sp_mtf&url=%2FBalam-Rush-Legend-Helium-Optical%2Fdp%2FB091Z91ZDV%2Fref%3Dsr_1_107_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328844%26sr%3D8-107-spons%26psc%3D1
"Lizsword Wired Gaming Mouse, PC Gaming Mice [Breathing RGB LED] [Plug Play] High-Precision Adjustable 7200 DPI, 7 Programmable Buttons, Ergonomic Computer USB Mouse for Windows/PC/Mac/Laptop Gamer",$16.99,4.5 out of 5 stars,"(1,179)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg7_1?ie=UTF8&adId=A06112413ELBTDHVZC2BV&qualifier=1673328844&id=4913963070248859&widgetName=sp_mtf&url=%2FLizsword-Breathing-High-Precision-Adjustable-Programmable%2Fdp%2FB09NBV52FS%2Fref%3Dsr_1_108_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328844%26sr%3D8-108-spons%26psc%3D1%26smid%3DA2MXOCHI3SQSNG
"EVGA X12 Gaming Mouse, 8k, Wired, Black, Customizable, Dual Sensor, 16,000 DPI, 5 Profiles, 8 Buttons, Ambidextrous Light Weight, RGB, 905-W1-12BK-KR",$34.99,4.4 out of 5 stars,(326),https://www.amazon.com/EVGA-Customizable-Profiles-Ambidextrous-905-W1-12BK-KR/dp/B09QC66K1J/ref=sr_1_109?keywords=gaming+mouse&qid=1673328844&sr=8-109
"RedThunder One-Handed RGB Gaming Keyboard and Mouse Combo, 35 Keys Mini Gaming Keypad, 6400 DPI Mouse, Portable Game Controller for PC Gamer",$27.99,4.4 out of 5 stars,"(3,194)",https://www.amazon.com/RedThunder-One-Handed-Keyboard-Programmable-Controller/dp/B085PP5T62/ref=sr_1_110?keywords=gaming+mouse&qid=1673328844&sr=8-110
"Redragon M901 Gaming Mouse RGB Backlit MMO 16 Macro Programmable Buttons 16000 DPI for Windows PC Computer (Wireless, White)",$50.99,4.3 out of 5 stars,(140),https://www.amazon.com/Redragon-Mouse-M901P-WS/dp/B08T5J57DK/ref=sr_1_111?keywords=gaming+mouse&qid=1673328844&sr=8-111
"G-wolves HTS (Small) Wired Gaming Mouse - PAW3389 Sensor - 50 to 16,000 CPI - 48±2Gram-TTC Golden Color Encoder - Ultra Lightweight Honeycomb Design（Small-Wired-Stardust-GoldenColor）",$66.49,4.5 out of 5 stars,(491),https://www.amazon.com/G-wolves-Small-Wired-Gaming-Design%EF%BC%88Small-Wired-Stardust-GoldenColor%EF%BC%89/dp/B0BBG9SY9J/ref=sr_1_112?keywords=gaming+mouse&qid=1673328844&sr=8-112
"G-Wolves Hati HTS (Small) ACE Wireless Gaming Mouse - PAW3370 Sensor - 50 to 19,000 CPI - 54±2Gram(1.8 oz) - TTC Golden Color Encoder - Ultra Lightweight Honeycomb Design (Red)",$109.00,4.4 out of 5 stars,(202),https://www.amazon.com/G-Wolves-Hati-Wireless-Gaming-Mouse/dp/B09N25RX1C/ref=sr_1_113?keywords=gaming+mouse&qid=1673328844&sr=8-113
"FELICON RGB Lightweight Gaming Mouse, Programmable 7 Buttons, Ergonomic LED Backlit USB Gamer Mice Computer Laptop PC,Compatible with Windows Mac OS Linux(Blue)",$18.99,4.6 out of 5 stars,(143),https://www.amazon.com/Lightweight-Programmable-Ergonomic-Computer-Compatible/dp/B08RMJB4RB/ref=sr_1_114?keywords=gaming+mouse&qid=1673328844&sr=8-114
Glorious Gaming Mouse - Model D - RGB Gaming Mouse - 69 g Lightweight Wireless Mouse - Ergonomic Mouse - Honeycomb Mouse - White Wireless Gaming Mouse (Matte White),$68.00,4.5 out of 5 stars,(346),https://www.amazon.com/Glorious-Model-Wireless-Gaming-Mouse/dp/B09J585C6N/ref=sr_1_115?keywords=gaming+mouse&qid=1673328844&sr=8-115
Razer Goliathus Chroma 3XL Gaming Mouse Pad: Micro-Textured Cloth Surface - Large to Cover Desk Setup - Chroma RGB - Optimized for All Sensitivity Settings and Sensors - Non-Slip Rubber Base,$99.99,4.8 out of 5 stars,"(11,021)",https://www.amazon.com/Razer-Goliathus-Chroma-Gaming-Mouse/dp/B0B7L3V3NT/ref=sr_1_116?keywords=gaming+mouse&qid=1673328844&sr=8-116
leegicst Wired Optical Computer Mouse - M102 3-Button USB Wired Computer Mice for Computers laptops Chromebook MacBook PC Computer (Black),$8.99,4.8 out of 5 stars,(38),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A10051402K21T0IMQ9LRZ&qualifier=1673328844&id=4913963070248859&widgetName=sp_btf&url=%2FLeegicst-Wired-Optical-Computer-Mouse%2Fdp%2FB092VJ2FK3%2Fref%3Dsr_1_117_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328844%26sr%3D8-117-spons%26psc%3D1
"Wireless Gaming Mouse Bluetooth Mouse RGB Rechargeable 2.4G USB Cordless Computer Mice with 7 Color Backlit, 6 Buttons & Silent Click for Laptop, iPad, Mac OS, PC, Windows -Black",$15.99,4.2 out of 5 stars,(61),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg7_1?ie=UTF8&adId=A01997632QPFN0NJDY8C2&qualifier=1673328844&id=4913963070248859&widgetName=sp_btf&url=%2FWireless-Bluetooth-Rechargeable-Cordless-Computer%2Fdp%2FB0B7PPZVN7%2Fref%3Dsr_1_118_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328844%26sr%3D8-118-spons%26psc%3D1
"Video Game Mouse Pad for Gamer Room Decor Extended Desk Mat Non-Slip Rubber Base Stitched Edge Large Gaming Controller Playmat for Playroom Gaming Laptop Computer PC Desktop,35.4x15.7 Inch",$26.89,5.0 out of 5 stars,(5),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A06607692OFZYUV58K01C&qualifier=1673328846&id=1343490858442404&widgetName=sp_atf_next&url=%2FExtended-Non-Slip-Stitched-Controller-35-4x15-7%2Fdp%2FB09TNB8865%2Fref%3Dsr_1_113_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328846%26sr%3D8-113-spons%26psc%3D1
"Perixx PERIMICE-520 Wired USB Ergonomic Programmable Trackball Mouse, Adjustable Angle, 8 Button Design, Black (PM-520-11447)",$40.13,4.3 out of 5 stars,"(1,763)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg8_1?ie=UTF8&adId=A013351629DAD84V608B&qualifier=1673328846&id=1343490858442404&widgetName=sp_atf_next&url=%2FPerixx-PERIMICE-520-Programmable-Adjustable-PM-520-11447%2Fdp%2FB0876CHLBY%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328846%26sr%3D8-114-spons%26psc%3D1%26smid%3DA313151JUUD897
"PWNAGE Ultra Custom Symm 2 RGB Gaming Mouse - Esports Pro Gamer Flawless Professional PMW3389 Optical Sensor 16,000 DPI - Flexible Paracord Cable - 100% PTFE Skates (Honeycomb Sides, Wired, White)",$49.99,4.6 out of 5 stars,(264),https://www.amazon.com/Pwnage-Ultra-Custom-Symm-Symmetrical/dp/B09M3RSRQ9/ref=sr_1_115?keywords=gaming+mouse&qid=1673328846&sr=8-115
"G-wolves HTS (Small) Wired Gaming Mouse - PAW3389 Sensor - 50 to 16,000 CPI - 48±2Gram-TTC Golden Color Encoder - Ultra Lightweight Honeycomb Design（Small-Wired-Stardust-GoldenColor）",$66.49,4.5 out of 5 stars,(491),https://www.amazon.com/G-wolves-Small-Wired-Gaming-Design%EF%BC%88Small-Wired-Stardust-GoldenColor%EF%BC%89/dp/B0BBG9SY9J/ref=sr_1_116?keywords=gaming+mouse&qid=1673328846&sr=8-116
"G-Wolves Hati HTS (Small) ACE Wireless Gaming Mouse - PAW3370 Sensor - 50 to 19,000 CPI - 54±2Gram(1.8 oz) - TTC Golden Color Encoder - Ultra Lightweight Honeycomb Design (Red)",$109.00,4.4 out of 5 stars,(202),https://www.amazon.com/G-Wolves-Hati-Wireless-Gaming-Mouse/dp/B09N25RX1C/ref=sr_1_117?keywords=gaming+mouse&qid=1673328846&sr=8-117
"BlueFinger RGB Gaming Keyboard and Backlit Mouse Combo, USB Wired Backlit Keyboard, LED Gaming Keyboard Mouse Set for Laptop PC Computer Game and Work",$29.99,4.4 out of 5 stars,"(5,838)",https://www.amazon.com/Gaming-Keyboard-Backlit-BlueFinger-Computer/dp/B07WCLZ1PL/ref=sr_1_118?keywords=gaming+mouse&qid=1673328846&sr=8-118
Glorious Gaming Mouse - Model D - RGB Gaming Mouse - 69 g Lightweight Wireless Mouse - Ergonomic Mouse - Honeycomb Mouse - White Wireless Gaming Mouse (Matte White),$68.00,4.5 out of 5 stars,(346),https://www.amazon.com/Glorious-Model-Wireless-Gaming-Mouse/dp/B09J585C6N/ref=sr_1_119?keywords=gaming+mouse&qid=1673328846&sr=8-119
"Corsair Harpoon RGB Wireless - Wireless Rechargeable Gaming Mouse with SLIPSTREAM Technology - 10,000 DPI Optical Sensor",$53.99,4.5 out of 5 stars,"(4,006)",https://www.amazon.com/CORSAIR-Harpoon-RGB-Wireless-Rechargeable/dp/B07KQWR72Z/ref=sr_1_120?keywords=gaming+mouse&qid=1673328846&sr=8-120
"TECURS Wireless Gaming Mouse - Wireless Mouse Gaming for PC, RGB Gaming Mice, 5 Adjustable DPI, Mouse Gaming Wireless, Mouse Rechargeable, PC Mouse Gamer, Gaming Accessories, Black",$15.99,4.4 out of 5 stars,(396),https://www.amazon.com/TECURS-Wireless-Gaming-Mouse-Rechargeable/dp/B09QB8T592/ref=sr_1_121?keywords=gaming+mouse&qid=1673328846&sr=8-121
"Wireless Mouse for Laptop, 2.4G Rechargeable USB Computer Mouse Cordless Mice, 1600 DPI Optical Tracking, Ergo Grips, for Laptop/PC/Chromebook/Notebook(Rechargable & Wireless)",$10.99,,,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A04187203P943VMZRTC03&qualifier=1673328846&id=1343490858442404&widgetName=sp_mtf&url=%2FWireless-Rechargeable-Computer-Chromebook-Rechargable%2Fdp%2FB0BJ7D8HT3%2Fref%3Dsr_1_123_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328846%26sr%3D8-123-spons%26psc%3D1
"AULA H510 MMO Gaming Mouse, with Backlit RGB LED, 14 Buttons Programmable, 10,000 DPI, Ergonomic Optical Sensor USB Wired Computer Mice for FPS/MOBA Games, Black",$30.99,4.0 out of 5 stars,(51),https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A01452281YKDPM0QXLV7P&qualifier=1673328846&id=1343490858442404&widgetName=sp_mtf&url=%2FAULA-H510-Programmable-Adjustable-Ergonomic%2Fdp%2FB08GHTSLT4%2Fref%3Dsr_1_124_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328846%26sr%3D8-124-spons%26psc%3D1
"ASUS Optical Gaming Mouse - ROG Gladius II Origin Limited Edition PNK | Ergonomic Right-handed PC Gaming Mouse for FPS Games | 12000 DPI Optical Sensor | Aura Sync RGB, ROG Armoury II | Pink",$59.99,4.7 out of 5 stars,"(1,868)",https://www.amazon.com/ASUS-Optical-Gaming-Mouse-Right-handed/dp/B07SWJ3TM2/ref=sr_1_125?keywords=gaming+mouse&qid=1673328846&sr=8-125
Jeercor Wired Gaming Mouse for Gaming and Daily DPI Four Gears Adjusted to 3200 Ergonomic Mouse with Comfortable Handle Suitable for PC Laptop and Windows Multifunctional (Black),$5.99,4.3 out of 5 stars,(71),https://www.amazon.com/Adjusted-Ergonomic-Comfortable-Suitable-Multifunctional/dp/B093H3381T/ref=sr_1_126?keywords=gaming+mouse&qid=1673328846&sr=8-126
"Cooler Master MM710 Glossy Black Gaming Mouse with Lightweight Honeycomb Shell, Ultraweave Cable, 16000 DPI Optical Sensor",$19.99,4.5 out of 5 stars,(373),https://www.amazon.com/Cooler-Master-Lightweight-Honeycomb-Ultraweave/dp/B07YKK9KRJ/ref=sr_1_127?keywords=gaming+mouse&qid=1673328846&sr=8-127
RGB Computer Gaming Mouse Wired 10 Buttons Programmable 12000 DPI Optical Sensor Ergonomic 14 RGB Backlit Right Hand for PC Laptop Mac Windows 7/8/10/ Microsoft,$19.99,4.4 out of 5 stars,(22),https://www.amazon.com/Computer-Buttons-Programmable-Ergonomic-Microsoft/dp/B0BJPJGK2C/ref=sr_1_128?keywords=gaming+mouse&qid=1673328846&sr=8-128
"EVGA X17 Gaming Mouse, Wired, Black, Customizable, 16,000 DPI, 5 Profiles, 10 Buttons, Ergonomic 903-W1-17BK-KR",$50.00,4.3 out of 5 stars,(819),https://www.amazon.com/EVGA-Customizable-Profiles-Ergonomic-903-W1-17BK-KR/dp/B08VTS4T4B/ref=sr_1_129?keywords=gaming+mouse&qid=1673328846&sr=8-129
Wireless Gaming Keyboard and Mouse Combo with 87 Key Rainbow LED Backlight Rechargeable 3800mAh Battery Mechanical Feel Anti-ghosting Ergonomic Waterproof RGB Mute Mice for Computer PC Gamer (Black),$41.99,4.1 out of 5 stars,"(2,801)",https://www.amazon.com/Backlight-Rechargeable-Mechanical-Anti-ghosting-Waterproof/dp/B08Y8D6KH6/ref=sr_1_130?keywords=gaming+mouse&qid=1673328846&sr=8-130
Razer Basilisk Essential Gaming Mouse: 6400 DPI Optical Sensor - Chroma RGB Lighting - 7 Programmable Buttons - Mechanical Switches - Classic Black,$24.97,4.4 out of 5 stars,(10),https://www.amazon.com/Razer-Basilisk-Essential-Gaming-Mouse/dp/B0BG3CY4CX/ref=sr_1_131?keywords=gaming+mouse&qid=1673328846&sr=8-131
"EVGA X17 Gaming Mouse, Wired, Grey, Customizable, 16,000 DPI, 5 Profiles, 10 Buttons, Ergonomic 903-W1-17GR-KR",$34.95,4.4 out of 5 stars,(177),https://www.amazon.com/EVGA-Customizable-Profiles-Ergonomic-903-W1-17GR-KR/dp/B08VTQQDXH/ref=sr_1_132?keywords=gaming+mouse&qid=1673328846&sr=8-132
"SteelSeries Rival 3 Wireless Gaming Mouse – 400+ Hour Battery Life – Dual Wireless 2.4 GHz and Bluetooth 5.0 – 60 Million Clicks – 18,000 CPI TrueMove Air Optical Sensor",$29.99,4.5 out of 5 stars,"(6,615)",https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A0607520341C0ZDKOTH8Y&qualifier=1673328846&id=1343490858442404&widgetName=sp_btf&url=%2FSteelSeries-Rival-Wireless-Gaming-Mouse%2Fdp%2FB08GB2PF71%2Fref%3Dsr_1_133_sspa%3Fkeywords%3Dgaming%2Bmouse%26qid%3D1673328846%26sr%3D8-133-spons%26psc%3D1
